id,latitude,longitude,issue_datetime,weather_datetime,temp_c,humidity,wind_kph,precip_mm,pm10,pm2_5,co,no2,o3,so2
SR25-00549477,41.87183400094043,-87.6798450000019,2025-04-07T05:37:48.000,2025-04-07 04:00:00,nan,nan,nan,nan,17.8,15.6,316.0,37.8,58.0,5.4
SR25-00549477,41.87183400094043,-87.6798450000019,2025-04-07T05:37:48.000,2025-04-07 05:00:00,nan,nan,nan,nan,17.9,16.1,297.0,34.4,58.0,5.9
SR25-00549477,41.87183400094043,-87.6798450000019,2025-04-07T05:37:48.000,2025-04-07 06:00:00,nan,nan,nan,nan,17.6,16.2,277.0,30.0,60.0,6.1
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 09:00:00,nan,nan,nan,nan,2.4,2.2,189.0,6.0,83.0,2.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 10:00:00,nan,nan,nan,nan,2.8,2.2,193.0,6.1,83.0,2.5
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.6,2.9,204.0,7.6,80.0,2.6
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.7,6.0,212.0,9.6,75.0,2.6
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.9,7.2,216.0,9.6,79.0,2.8
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 14:00:00,nan,nan,nan,nan,8.9,7.8,219.0,9.5,84.0,3.2
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.8,7.2,218.0,9.1,90.0,3.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.8,6.7,210.0,7.9,96.0,3.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 17:00:00,nan,nan,nan,nan,9.1,6.6,199.0,6.4,102.0,3.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 18:00:00,nan,nan,nan,nan,9.2,6.6,192.0,5.5,106.0,3.4
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.2,6.6,189.0,4.9,109.0,3.6
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.3,6.8,190.0,4.9,110.0,4.0
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 21:00:00,nan,nan,nan,nan,9.7,7.3,202.0,7.1,108.0,4.3
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.2,7.9,232.0,11.9,101.0,4.5
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-06 23:00:00,nan,nan,nan,nan,10.9,8.7,273.0,18.9,90.0,4.7
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 00:00:00,nan,nan,nan,nan,15.1,13.6,308.0,26.1,78.0,5.7
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 01:00:00,nan,nan,nan,nan,19.6,18.2,337.0,35.5,65.0,6.1
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 02:00:00,nan,nan,nan,nan,21.3,20.0,360.0,48.0,46.0,6.7
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 03:00:00,nan,nan,nan,nan,21.3,20.1,364.0,54.6,35.0,6.9
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 04:00:00,nan,nan,nan,nan,20.8,19.7,335.0,50.1,37.0,6.7
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 05:00:00,nan,nan,nan,nan,19.1,18.2,288.0,39.7,46.0,6.1
SR25-00549476,41.99490000094086,-87.8877495000019,2025-04-07T05:36:00.000,2025-04-07 06:00:00,nan,nan,nan,nan,16.2,15.5,249.0,29.7,55.0,5.4
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 06:00:00,nan,nan,nan,nan,13.2,12.3,243.0,21.8,61.0,2.6
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 07:00:00,nan,nan,nan,nan,8.8,8.4,225.0,14.4,71.0,2.4
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 08:00:00,nan,nan,nan,nan,5.1,4.9,205.0,9.2,80.0,2.3
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 09:00:00,nan,nan,nan,nan,3.2,2.9,191.0,5.9,86.0,2.2
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 10:00:00,nan,nan,nan,nan,3.1,2.6,190.0,5.1,88.0,2.1
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.9,3.2,195.0,6.3,88.0,2.0
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.9,6.1,200.0,7.7,82.0,1.9
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.1,6.2,203.0,7.8,84.0,2.2
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 14:00:00,nan,nan,nan,nan,7.5,6.5,205.0,8.0,86.0,2.5
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.0,6.7,205.0,7.8,89.0,2.8
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.1,6.5,202.0,6.8,93.0,2.9
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 17:00:00,nan,nan,nan,nan,8.4,6.5,196.0,5.4,98.0,2.9
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 18:00:00,nan,nan,nan,nan,8.8,6.7,194.0,4.6,102.0,3.1
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.3,6.9,194.0,4.4,104.0,3.5
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.6,7.2,198.0,4.9,105.0,4.1
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 21:00:00,nan,nan,nan,nan,10.0,7.6,210.0,7.0,104.0,4.6
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.6,8.1,238.0,11.7,99.0,5.0
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-06 23:00:00,nan,nan,nan,nan,11.6,9.0,275.0,18.2,91.0,5.3
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 00:00:00,nan,nan,nan,nan,16.6,13.5,304.0,24.8,82.0,5.5
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 01:00:00,nan,nan,nan,nan,18.4,15.5,319.0,29.2,75.0,5.3
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 02:00:00,nan,nan,nan,nan,18.3,15.5,327.0,35.2,67.0,5.1
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 03:00:00,nan,nan,nan,nan,17.9,15.4,326.0,38.7,60.0,5.0
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 04:00:00,nan,nan,nan,nan,17.8,15.6,316.0,37.8,58.0,5.4
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 05:00:00,nan,nan,nan,nan,17.9,16.1,297.0,34.4,58.0,5.9
SR25-00549475,41.87183400094043,-87.6798450000019,2025-04-07T05:35:43.000,2025-04-07 06:00:00,nan,nan,nan,nan,17.6,16.2,277.0,30.0,60.0,6.1
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 09:00:00,nan,nan,nan,nan,2.4,2.2,189.0,6.0,83.0,2.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 10:00:00,nan,nan,nan,nan,2.8,2.2,193.0,6.1,83.0,2.5
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.6,2.9,204.0,7.6,80.0,2.6
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.7,6.0,212.0,9.6,75.0,2.6
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.9,7.2,216.0,9.6,79.0,2.8
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 14:00:00,nan,nan,nan,nan,8.9,7.8,219.0,9.5,84.0,3.2
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.8,7.2,218.0,9.1,90.0,3.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.8,6.7,210.0,7.9,96.0,3.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 17:00:00,nan,nan,nan,nan,9.1,6.6,199.0,6.4,102.0,3.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 18:00:00,nan,nan,nan,nan,9.2,6.6,192.0,5.5,106.0,3.4
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.2,6.6,189.0,4.9,109.0,3.6
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.3,6.8,190.0,4.9,110.0,4.0
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 21:00:00,nan,nan,nan,nan,9.7,7.3,202.0,7.1,108.0,4.3
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.2,7.9,232.0,11.9,101.0,4.5
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-06 23:00:00,nan,nan,nan,nan,10.9,8.7,273.0,18.9,90.0,4.7
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 00:00:00,nan,nan,nan,nan,15.1,13.6,308.0,26.1,78.0,5.7
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 01:00:00,nan,nan,nan,nan,19.6,18.2,337.0,35.5,65.0,6.1
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 02:00:00,nan,nan,nan,nan,21.3,20.0,360.0,48.0,46.0,6.7
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 03:00:00,nan,nan,nan,nan,21.3,20.1,364.0,54.6,35.0,6.9
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 04:00:00,nan,nan,nan,nan,20.8,19.7,335.0,50.1,37.0,6.7
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 05:00:00,nan,nan,nan,nan,19.1,18.2,288.0,39.7,46.0,6.1
SR25-00549474,41.99490000094086,-87.8877495000019,2025-04-07T05:33:59.000,2025-04-07 06:00:00,nan,nan,nan,nan,16.2,15.5,249.0,29.7,55.0,5.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 09:00:00,nan,nan,nan,nan,2.4,2.2,189.0,6.0,83.0,2.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 10:00:00,nan,nan,nan,nan,2.8,2.2,193.0,6.1,83.0,2.5
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.6,2.9,204.0,7.6,80.0,2.6
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.7,6.0,212.0,9.6,75.0,2.6
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.9,7.2,216.0,9.6,79.0,2.8
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 14:00:00,nan,nan,nan,nan,8.9,7.8,219.0,9.5,84.0,3.2
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.8,7.2,218.0,9.1,90.0,3.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.8,6.7,210.0,7.9,96.0,3.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 17:00:00,nan,nan,nan,nan,9.1,6.6,199.0,6.4,102.0,3.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 18:00:00,nan,nan,nan,nan,9.2,6.6,192.0,5.5,106.0,3.4
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.2,6.6,189.0,4.9,109.0,3.6
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.3,6.8,190.0,4.9,110.0,4.0
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 21:00:00,nan,nan,nan,nan,9.7,7.3,202.0,7.1,108.0,4.3
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.2,7.9,232.0,11.9,101.0,4.5
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-06 23:00:00,nan,nan,nan,nan,10.9,8.7,273.0,18.9,90.0,4.7
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 00:00:00,nan,nan,nan,nan,15.1,13.6,308.0,26.1,78.0,5.7
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 01:00:00,nan,nan,nan,nan,19.6,18.2,337.0,35.5,65.0,6.1
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 02:00:00,nan,nan,nan,nan,21.3,20.0,360.0,48.0,46.0,6.7
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 03:00:00,nan,nan,nan,nan,21.3,20.1,364.0,54.6,35.0,6.9
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 04:00:00,nan,nan,nan,nan,20.8,19.7,335.0,50.1,37.0,6.7
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 05:00:00,nan,nan,nan,nan,19.1,18.2,288.0,39.7,46.0,6.1
SR25-00549473,41.99490000094086,-87.8877495000019,2025-04-07T05:33:25.000,2025-04-07 06:00:00,nan,nan,nan,nan,16.2,15.5,249.0,29.7,55.0,5.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 09:00:00,nan,nan,nan,nan,2.4,2.2,189.0,6.0,83.0,2.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 10:00:00,nan,nan,nan,nan,2.8,2.2,193.0,6.1,83.0,2.5
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.6,2.9,204.0,7.6,80.0,2.6
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.7,6.0,212.0,9.6,75.0,2.6
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.9,7.2,216.0,9.6,79.0,2.8
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 14:00:00,nan,nan,nan,nan,8.9,7.8,219.0,9.5,84.0,3.2
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.8,7.2,218.0,9.1,90.0,3.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.8,6.7,210.0,7.9,96.0,3.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 17:00:00,nan,nan,nan,nan,9.1,6.6,199.0,6.4,102.0,3.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 18:00:00,nan,nan,nan,nan,9.2,6.6,192.0,5.5,106.0,3.4
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.2,6.6,189.0,4.9,109.0,3.6
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.3,6.8,190.0,4.9,110.0,4.0
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 21:00:00,nan,nan,nan,nan,9.7,7.3,202.0,7.1,108.0,4.3
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.2,7.9,232.0,11.9,101.0,4.5
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-06 23:00:00,nan,nan,nan,nan,10.9,8.7,273.0,18.9,90.0,4.7
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 00:00:00,nan,nan,nan,nan,15.1,13.6,308.0,26.1,78.0,5.7
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 01:00:00,nan,nan,nan,nan,19.6,18.2,337.0,35.5,65.0,6.1
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 02:00:00,nan,nan,nan,nan,21.3,20.0,360.0,48.0,46.0,6.7
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 03:00:00,nan,nan,nan,nan,21.3,20.1,364.0,54.6,35.0,6.9
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 04:00:00,nan,nan,nan,nan,20.8,19.7,335.0,50.1,37.0,6.7
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 05:00:00,nan,nan,nan,nan,19.1,18.2,288.0,39.7,46.0,6.1
SR25-00549472,41.99490000094086,-87.8877495000019,2025-04-07T05:32:55.000,2025-04-07 06:00:00,nan,nan,nan,nan,16.2,15.5,249.0,29.7,55.0,5.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 09:00:00,nan,nan,nan,nan,2.4,2.2,189.0,6.0,83.0,2.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 10:00:00,nan,nan,nan,nan,2.8,2.2,193.0,6.1,83.0,2.5
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 11:00:00,nan,nan,nan,nan,3.6,2.9,204.0,7.6,80.0,2.6
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 12:00:00,nan,nan,nan,nan,6.7,6.0,212.0,9.6,75.0,2.6
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 13:00:00,nan,nan,nan,nan,7.9,7.2,216.0,9.6,79.0,2.8
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 14:00:00,nan,nan,nan,nan,8.9,7.8,219.0,9.5,84.0,3.2
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 15:00:00,nan,nan,nan,nan,8.8,7.2,218.0,9.1,90.0,3.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 16:00:00,nan,nan,nan,nan,8.8,6.7,210.0,7.9,96.0,3.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 17:00:00,nan,nan,nan,nan,9.1,6.6,199.0,6.4,102.0,3.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 18:00:00,nan,nan,nan,nan,9.2,6.6,192.0,5.5,106.0,3.4
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 19:00:00,nan,nan,nan,nan,9.2,6.6,189.0,4.9,109.0,3.6
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 20:00:00,nan,nan,nan,nan,9.3,6.8,190.0,4.9,110.0,4.0
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 21:00:00,nan,nan,nan,nan,9.7,7.3,202.0,7.1,108.0,4.3
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 22:00:00,nan,nan,nan,nan,10.2,7.9,232.0,11.9,101.0,4.5
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-06 23:00:00,nan,nan,nan,nan,10.9,8.7,273.0,18.9,90.0,4.7
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 00:00:00,nan,nan,nan,nan,15.1,13.6,308.0,26.1,78.0,5.7
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 01:00:00,nan,nan,nan,nan,19.6,18.2,337.0,35.5,65.0,6.1
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 02:00:00,nan,nan,nan,nan,21.3,20.0,360.0,48.0,46.0,6.7
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 03:00:00,nan,nan,nan,nan,21.3,20.1,364.0,54.6,35.0,6.9
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 04:00:00,nan,nan,nan,nan,20.8,19.7,335.0,50.1,37.0,6.7
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 05:00:00,nan,nan,nan,nan,19.1,18.2,288.0,39.7,46.0,6.1
SR25-00549471,41.99490000094086,-87.8877495000019,2025-04-07T05:32:08.000,2025-04-07 06:00:00,nan,nan,nan,nan,16.2,15.5,249.0,29.7,55.0,5.4
SR25-00549470,41.99490000094086,-87.8877495000019,2025-04-07T05:31:37.000,2025-04-06 06:00:00,nan,nan,nan,nan,9.0,8.8,221.0,15.5,72.0,2.6
SR25-00549470,41.99490000094086,-87.8877495000019,2025-04-07T05:31:37.000,2025-04-06 07:00:00,nan,nan,nan,nan,5.3,5.3,205.0,10.6,77.0,2.5
SR25-00549470,41.99490000094086,-87.8877495000019,2025-04-07T05:31:37.000,2025-04-06 08:00:00,nan,nan,nan,nan,3.0,2.9,194.0,7.6,81.0,2.4
